OrderID,OrderDate,SKU,Category,RegionCode,Channel,Segment,SalesRep,Quantity,UnitPrice,Discount,NetRevenue,COGS,OrderStatus
ORD-103020,2024-08-26,SKU-1091,Storage,UKI,Online,SMB,Malik Eriksen,4,949.67,0,3798.68,2798.04,Returned
ORD-102747,2024-08-27,SKU-1043,Peripherals,APAC-S,Direct,SMB,Elena Okafor,6,212.9,0.1,1149.66,678.9,Shipped
ORD-104249,2024-08-27,SKU-1026,Monitors,APAC-N,Direct,SMB,Elena Laurent,1,371.18,0.15,315.5,254.02,Pending
ORD-104670,2024-08-27,SKU-1034,Monitors,NA-E,Partner,Enterprise,Adaeze Marchetti,3,511.32,0,1533.96,947.16,Shipped
ORD-102479,2024-08-28,SKU-1108,Accessories,DACH,Partner,SMB,Ada Zimmerman,8,111.01,0,888.08,383.52,Returned
ORD-102534,2024-08-28,SKU-1027,Monitors,NORDIC,Online,Mid-Market,Hana Rossi,7,487.06,0.15,2898.01,2320.92,Shipped
ORD-103310,2024-08-28,SKU-1107,Accessories,NA-W,Online,SMB,Elena Laurent,1,92.86,0,92.86,37.72,Returned
ORD-104884,2024-08-28,SKU-1031,Monitors,NA-E,Partner,Enterprise,Bruno Zhang,3,953.0,0.1,2573.1,2003.49,Shipped
ORD-104923,2024-08-28,SKU-1039,Monitors,NA-W,Partner,SMB,Emeka Weber,1,1201.03,0.05,1140.98,748.13,Shipped
ORD-100157,2024-08-29,SKU-1030,Monitors,DACH,Online,Enterprise,Thea Delgado,1,756.24,0,756.24,522.2,Pending
ORD-101666,2024-08-29,SKU-1013,Laptops,DACH,Online,Enterprise,Adaeze Marchetti,4,2073.19,0,8292.76,5562.6,Returned
ORD-103603,2024-08-29,SKU-1045,Peripherals,NA-E,Direct,SMB,Ivan Kaur,1,388.64,0,388.64,208.79,Shipped
ORD-104092,2024-08-29,SKU-1018,Laptops,DACH,Partner,Mid-Market,Thea Delgado,1,2719.05,0.05,2583.1,1773.97,Pending
ORD-104695,2024-08-29,SKU-1007,Laptops,NA-E,Online,SMB,Adaeze Marchetti,2,1513.38,0.25,2270.07,2123.48,Shipped
ORD-100210,2024-08-30,SKU-1019,Laptops,NA-E,Direct,Consumer,Malik Eriksen,2,1704.93,0.05,3239.37,2350.94,Returned
ORD-100721,2024-08-30,SKU-1004,Laptops,APAC-S,Direct,SMB,Thea Zhang,1,3198.86,0.05,3038.92,2219.09,Shipped
ORD-103517,2024-08-30,SKU-1007,Laptops,LATAM,Online,Enterprise,Rania Kaur,3,1513.38,0,4540.14,3185.22,Returned
ORD-104613,2024-08-30,SKU-1070,Networking,APAC-N,Partner,Consumer,Malik Andersen,15,1052.94,0.2,12635.28,9451.2,Returned
ORD-101925,2024-08-31,SKU-1081,Storage,LATAM,Direct,SMB,Emeka Weber,7,427.43,0,2992.01,2070.46,Shipped
ORD-104203,2024-08-31,SKU-1029,Monitors,NA-E,Online,Enterprise,Thea Zhang,1,438.72,0.1,394.85,287.42,Shipped
ORD-104322,2024-08-31,SKU-1074,Networking,NA-E,Direct,SMB,Wei Tanaka,3,192.25,0.25,432.56,362.61,Shipped
ORD-100195,2024-09-01,SKU-1021,Monitors,NA-W,Online,Mid-Market,Rosa Weber,3,444.75,0,1334.25,909.48,Pending
ORD-101222,2024-09-01,SKU-1012,Laptops,UKI,Direct,Consumer,Bruno Zhang,1,3047.46,0.15,2590.34,2102.39,Shipped
ORD-102096,2024-09-01,SKU-1077,Networking,UKI,Partner,Mid-Market,Sana Lindqvist,7,740.62,0.25,3888.26,3149.58,Shipped
ORD-100370,2024-09-02,SKU-1015,Laptops,NA-W,Partner,SMB,Rosa Marchetti,1,1315.81,0.05,1250.02,924.69,Shipped
ORD-100532,2024-09-02,SKU-1098,Storage,NA-E,Direct,Consumer,Thea Ibrahim,5,587.94,0.2,2351.76,2035.85,Pending
ORD-101304,2024-09-02,SKU-1048,Peripherals,DACH,Partner,Mid-Market,Emeka Weber,2,405.97,0,811.94,401.28,Shipped
ORD-101819,2024-09-02,SKU-1065,Networking,NA-E,Direct,Mid-Market,Nadia Kowalski,8,417.19,0.05,3170.64,1913.92,Shipped
ORD-104709,2024-09-02,SKU-1009,Laptops,NORDIC,Online,Mid-Market,Uma Okafor,1,3341.5,0.25,2506.12,2318.58,Returned
ORD-104228,2024-09-03,SKU-1066,Networking,NA-W,Direct,Consumer,Nadia Kowalski,7,491.43,0.2,2752.01,2013.83,Shipped
ORD-104648,2024-09-03,SKU-1117,Accessories,DACH,Direct,SMB,Yusuf Fontaine,1,127.94,0.15,108.75,55.83,Shipped
ORD-100206,2024-09-04,SKU-1056,Peripherals,NA-E,Direct,Mid-Market,Elena Kaur,1,45.14,0.05,42.88,22.62,Shipped
ORD-100416,2024-09-04,SKU-1099,Storage,APAC-N,Online,Consumer,Rosa Weber,2,881.67,0,1763.34,1187.78,Shipped
ORD-101170,2024-09-04,SKU-1043,Peripherals,DACH,Online,Mid-Market,Chen Iversen,1,212.9,0.25,159.68,113.15,Returned
ORD-101199,2024-09-04,SKU-1057,Peripherals,LATAM,Direct,SMB,Malik Kowalski,5,457.5,0.25,1715.62,1142.65,Shipped
ORD-101493,2024-09-04,SKU-1114,Accessories,APAC-S,Direct,Enterprise,Petra Ibrahim,4,150.14,0.1,540.5,289.88,Shipped
ORD-103721,2024-09-04,SKU-1100,Storage,NA-E,Partner,Consumer,Elena Okafor,2,754.71,0.05,1433.95,999.72,Shipped
ORD-104545,2024-09-04,SKU-1038,Monitors,NA-E,Partner,Enterprise,Bao Alvarez,1,829.48,0.1,746.53,554.33,Shipped
ORD-104809,2024-09-04,SKU-1025,Monitors,APAC-N,Retail,Mid-Market,Paulo Carvalho,4,577.77,0,2311.08,1592.04,Returned
ORD-101858,2024-09-05,SKU-1074,Networking,NA-W,Direct,Enterprise,Darius Kaur,1,192.25,0,192.25,120.87,Returned
ORD-102942,2024-09-05,SKU-1058,Peripherals,LATAM,Direct,SMB,Rania Eriksen,1,410.18,0.05,389.67,221.87,Pending
ORD-104501,2024-09-05,SKU-1055,Peripherals,NA-E,Direct,Enterprise,Malik Andersen,3,77.77,0.25,174.98,117.54,Shipped
ORD-100044,2024-09-06,SKU-1009,Laptops,NORDIC,Direct,Enterprise,Emeka Weber,5,3341.5,0.15,14201.38,11592.9,Returned
ORD-101270,2024-09-06,SKU-1050,Peripherals,NA-E,Retail,Mid-Market,Kwame Abara,3,335.4,0,1006.2,569.07,Shipped
ORD-101833,2024-09-06,SKU-1003,Laptops,NA-W,Partner,Mid-Market,Malik Kowalski,1,2349.75,0,2349.75,1512.37,Pending
ORD-100046,2024-09-07,SKU-1021,Monitors,NA-E,Partner,Consumer,Zara Fontaine,3,444.75,0,1334.25,909.48,Returned
ORD-100638,2024-09-07,SKU-1049,Peripherals,APAC-N,Partner,Enterprise,Yusuf Mbeki,10,426.32,0.15,3623.72,2311.1,Shipped
ORD-100994,2024-09-07,SKU-1103,Accessories,DACH,Partner,SMB,Ada Zimmerman,2,198.1,0.05,376.39,172.6,Shipped
ORD-101047,2024-09-07,SKU-1111,Accessories,NA-W,Partner,Enterprise,Kwame Abara,5,118.52,0.05,562.97,253.35,Shipped
ORD-101084,2024-09-07,SKU-1016,Laptops,DACH,Direct,SMB,Yusuf Fontaine,4,3292.27,0,13169.08,8912.16,Shipped
ORD-101334,2024-09-07,SKU-1056,Peripherals,NA-E,Partner,Mid-Market,Paulo Carvalho,1,45.14,0.05,42.88,22.62,Shipped
ORD-101601,2024-09-07,SKU-1025,Monitors,NA-W,Retail,Mid-Market,Yara Eriksen,5,577.77,0.25,2166.64,1990.05,Shipped
ORD-103386,2024-09-07,SKU-1102,Accessories,NA-E,Partner,SMB,Rania Eriksen,2,198.44,0.15,337.35,184.52,Shipped
ORD-100269,2024-09-08,SKU-1083,Storage,APAC-S,Retail,Enterprise,Thea Ibrahim,5,132.45,0,662.25,446.05,Returned
ORD-100503,2024-09-08,SKU-1080,Networking,NA-W,Retail,Mid-Market,Adaeze Marchetti,1,788.65,0,788.65,516.63,Pending
ORD-102843,2024-09-08,SKU-1097,Storage,LATAM,Partner,SMB,Ada Singh,3,176.34,0.05,502.57,400.05,Shipped
ORD-102947,2024-09-08,SKU-1043,Peripherals,NA-E,Online,Enterprise,Fatima Iversen,1,212.9,0.05,202.25,113.15,Returned
ORD-102063,2024-09-09,SKU-1093,Storage,NA-W,Online,Enterprise,Bruno Zhang,3,856.06,0.05,2439.77,1884.84,Returned
ORD-104892,2024-09-09,SKU-1020,Laptops,NA-W,Partner,Consumer,Wei Tanaka,3,3674.26,0,11022.78,7172.16,Pending
ORD-103882,2024-09-10,SKU-1066,Networking,UKI,Online,Enterprise,Rania Kaur,3,491.43,0.05,1400.58,863.07,Pending
ORD-104085,2024-09-10,SKU-1024,Monitors,NA-E,Direct,Consumer,Yusuf Mbeki,1,340.87,0.05,323.83,221.59,Shipped
ORD-101182,2024-09-11,SKU-1092,Storage,NA-E,Direct,Mid-Market,Sana Lindqvist,7,227.16,0.05,1510.61,1124.55,Shipped
ORD-104502,2024-09-11,SKU-1095,Storage,NA-E,Online,Enterprise,Elena Kaur,1,537.52,0,537.52,385.17,Pending
ORD-104759,2024-09-11,SKU-1086,Storage,APAC-S,Direct,SMB,Yusuf Mbeki,1,1066.03,0.05,1012.73,706.44,Shipped
ORD-102133,2024-09-12,SKU-1084,Storage,NA-E,Direct,Mid-Market,Elena Okafor,6,497.7,0.2,2388.96,2187.48,Shipped
ORD-102516,2024-09-12,SKU-1059,Peripherals,NA-E,Direct,Mid-Market,Ivan Kaur,10,294.39,0,2943.9,1448.3,Shipped
ORD-104114,2024-09-12,SKU-1057,Peripherals,APAC-S,Partner,Mid-Market,Fatima Bennett,4,457.5,0.05,1738.5,914.12,Shipped
ORD-102808,2024-09-13,SKU-1093,Storage,NA-E,Online,SMB,Bruno Zhang,2,856.06,0.15,1455.3,1256.56,Shipped
ORD-102915,2024-09-13,SKU-1011,Laptops,UKI,Partner,SMB,Elena Laurent,1,2304.08,0.1,2073.67,1489.3,Shipped
ORD-103046,2024-09-13,SKU-1098,Storage,DACH,Partner,Mid-Market,Wei Tanaka,1,587.94,0.1,529.15,407.17,Shipped
ORD-103457,2024-09-13,SKU-1023,Monitors,UKI,Online,Enterprise,Viktor Zhang,3,1366.21,0,4098.63,2696.43,Returned
ORD-103550,2024-09-13,SKU-1035,Monitors,UKI,Partner,SMB,Emeka Weber,2,1114.67,0.05,2117.87,1526.02,Pending
ORD-103666,2024-09-13,SKU-1054,Peripherals,LATAM,Partner,Mid-Market,Elena Kaur,4,210.36,0.15,715.22,418.36,Shipped
ORD-104299,2024-09-13,SKU-1082,Storage,NA-E,Partner,Mid-Market,Emeka Lindqvist,1,199.64,0.1,179.68,140.32,Pending
ORD-100888,2024-09-14,SKU-1054,Peripherals,APAC-N,Direct,Consumer,Adaeze Marchetti,1,210.36,0.05,199.84,104.59,Shipped
ORD-102019,2024-09-14,SKU-1018,Laptops,APAC-N,Online,Enterprise,Malik Eriksen,9,2719.05,0.15,20800.73,15965.73,Shipped
ORD-102772,2024-09-14,SKU-1005,Laptops,NA-E,Online,SMB,Nadia Kowalski,1,1611.9,0,1611.9,1032.29,Shipped
ORD-103542,2024-09-14,SKU-1071,Networking,LATAM,Online,Mid-Market,Darius Kaur,4,827.39,0.05,3144.08,2114.84,Shipped
ORD-101302,2024-09-15,SKU-1006,Laptops,NORDIC,Direct,Enterprise,Malik Andersen,1,2229.97,0,2229.97,1483.83,Returned
ORD-101410,2024-09-15,SKU-1003,Laptops,LATAM,Retail,Mid-Market,Malik Eriksen,1,2349.75,0,2349.75,1512.37,Returned
ORD-101512,2024-09-15,SKU-1089,Storage,DACH,Partner,SMB,Ada Zimmerman,1,512.43,0,512.43,339.7,Pending
ORD-102502,2024-09-15,SKU-1120,Accessories,NA-E,Partner,Mid-Market,Petra Ibrahim,2,210.18,0.15,357.31,172.34,Shipped
ORD-103340,2024-09-15,SKU-1014,Laptops,NA-E,Online,Mid-Market,Nikolai Jensen,5,1949.83,0.05,9261.69,6607.55,Shipped
ORD-104271,2024-09-15,SKU-1005,Laptops,APAC-N,Retail,SMB,Viktor Zhang,1,1611.9,0,1611.9,1032.29,Pending
ORD-104607,2024-09-15,SKU-1070,Networking,DACH,Direct,Enterprise,Rosa Marchetti,11,1052.94,0.05,11003.22,6930.88,Pending
ORD-104816,2024-09-15,SKU-1024,Monitors,NA-E,Online,Mid-Market,Chen Iversen,2,340.87,0.1,613.57,443.18,Shipped
ORD-100809,2024-09-16,SKU-1034,Monitors,NA-W,Direct,Enterprise,Bao Alvarez,2,511.32,0.15,869.24,631.44,Shipped
ORD-102555,2024-09-16,SKU-1039,Monitors,NA-E,Direct,Consumer,Zara Fontaine,4,1201.03,0.05,4563.91,2992.52,Shipped
ORD-104056,2024-09-16,SKU-1012,Laptops,UKI,Online,Mid-Market,Yara Eriksen,2,3047.46,0.05,5790.17,4204.78,Returned
ORD-104252,2024-09-16,SKU-1008,Laptops,UKI,Direct,Enterprise,Ada Singh,5,2860.19,0,14300.95,9949.65,Shipped
ORD-104675,2024-09-16,SKU-1060,Peripherals,NA-E,Partner,Enterprise,Elena Kaur,7,299.52,0.05,1991.81,1187.55,Shipped
ORD-103907,2024-09-17,SKU-1074,Networking,LATAM,Online,Mid-Market,Elena Okafor,10,192.25,0,1922.5,1208.7,Pending
ORD-104843,2024-09-18,SKU-1063,Networking,DACH,Online,SMB,Malik Andersen,1,935.12,0.15,794.85,601.78,Pending
ORD-101348,2024-09-19,SKU-1013,Laptops,NA-W,Retail,SMB,Zara Sorensen,1,2073.19,0.25,1554.89,1390.65,Returned
ORD-102575,2024-09-19,SKU-1004,Laptops,APAC-N,Online,SMB,Paulo Carvalho,4,3198.86,0.2,10236.35,8876.36,Returned
ORD-102885,2024-09-19,SKU-1104,Accessories,NA-E,Partner,Enterprise,Amara Dahl,2,40.52,0.2,64.83,38.68,Shipped
ORD-102907,2024-09-19,SKU-1094,Storage,NA-E,Direct,Mid-Market,Fatima Iversen,11,321.11,0.05,3355.6,2473.79,Shipped
ORD-104635,2024-09-19,SKU-1080,Networking,LATAM,Online,Consumer,Malik Andersen,4,788.65,0.2,2523.68,2066.52,Shipped
ORD-104739,2024-09-19,SKU-1104,Accessories,NORDIC,Retail,Enterprise,Elena Okafor,3,40.52,0.05,115.48,58.02,Returned
ORD-100118,2024-09-20,SKU-1097,Storage,UKI,Direct,Mid-Market,Bruno Zhang,1,176.34,0.1,158.71,133.35,Shipped
ORD-101063,2024-09-20,SKU-1084,Storage,NA-E,Online,Enterprise,Rosa Marchetti,1,497.7,0.05,472.81,364.58,Returned
ORD-101669,2024-09-20,SKU-1015,Laptops,LATAM,Partner,Consumer,Chen Iversen,3,1315.81,0,3947.43,2774.07,Shipped
ORD-103879,2024-09-20,SKU-1083,Storage,NA-E,Partner,SMB,Fatima Iversen,3,132.45,0,397.35,267.63,Returned
ORD-101713,2024-09-21,SKU-1104,Accessories,LATAM,Online,SMB,Darius Kaur,1,40.52,0.15,34.44,19.34,Shipped
ORD-102032,2024-09-21,SKU-1050,Peripherals,NA-W,Online,Mid-Market,Ada Vargas,10,335.4,0,3354.0,1896.9,Shipped
ORD-100216,2024-09-22,SKU-1058,Peripherals,NA-E,Retail,Consumer,Bao Kaur,2,410.18,0,820.36,443.74,Shipped
ORD-100360,2024-09-22,SKU-1009,Laptops,APAC-N,Online,Mid-Market,Zara Fontaine,17,3341.5,0.2,45444.4,39415.86,Shipped
ORD-101589,2024-09-22,SKU-1001,Laptops,NA-E,Online,SMB,Rosa Marchetti,3,1590.48,0.15,4055.72,3366.18,Shipped
ORD-103373,2024-09-22,SKU-1096,Storage,NA-E,Direct,Enterprise,Nikolai Jensen,4,924.54,0.25,2773.62,2659.92,Shipped
ORD-103630,2024-09-22,SKU-1092,Storage,UKI,Online,SMB,Thea Delgado,4,227.16,0,908.64,642.6,Returned
ORD-104848,2024-09-22,SKU-1037,Monitors,NA-E,Online,Consumer,Zara Fontaine,1,1230.78,0.25,923.09,782.69,Pending
ORD-101644,2024-09-23,SKU-1118,Accessories,NA-W,Direct,Mid-Market,Zara Fontaine,2,143.1,0,286.2,115.28,Shipped
ORD-101710,2024-09-23,SKU-1010,Laptops,NA-E,Online,SMB,Malik Andersen,2,1514.87,0.05,2878.25,2180.46,Shipped
ORD-102325,2024-09-23,SKU-1080,Networking,UKI,Partner,SMB,Kwame Abara,1,788.65,0,788.65,516.63,Shipped
ORD-102529,2024-09-23,SKU-1045,Peripherals,UKI,Direct,SMB,Nadia Kowalski,1,388.64,0.15,330.34,208.79,Shipped
ORD-103261,2024-09-23,SKU-1112,Accessories,NA-E,Direct,Enterprise,Rania Kaur,1,160.4,0,160.4,73.98,Shipped
ORD-103501,2024-09-23,SKU-1058,Peripherals,NA-E,Online,SMB,Wei Tanaka,1,410.18,0.1,369.16,221.87,Shipped
ORD-100811,2024-09-24,SKU-1062,Networking,UKI,Partner,Mid-Market,Bao Kaur,6,864.38,0,5186.28,3250.14,Shipped
ORD-101242,2024-09-24,SKU-1018,Laptops,NA-E,Direct,Mid-Market,Rania Kaur,1,2719.05,0.25,2039.29,1773.97,Shipped
ORD-102199,2024-09-24,SKU-1046,Peripherals,LATAM,Partner,SMB,Rosa Marchetti,3,291.02,0.15,742.1,447.87,Shipped
ORD-102976,2024-09-24,SKU-1026,Monitors,NA-W,Direct,Mid-Market,Nikolai Jensen,3,371.18,0,1113.54,762.06,Shipped
ORD-104147,2024-09-24,SKU-1021,Monitors,NORDIC,Partner,Enterprise,Malik Andersen,1,444.75,0,444.75,303.16,Shipped
ORD-104720,2024-09-24,SKU-1099,Storage,NA-E,Direct,Enterprise,Petra Ibrahim,1,881.67,0.05,837.59,593.89,Shipped
ORD-100921,2024-09-25,SKU-1049,Peripherals,NA-E,Direct,SMB,Amara Dahl,3,426.32,0.2,1023.17,693.33,Returned
ORD-104642,2024-09-25,SKU-1053,Peripherals,APAC-N,Direct,SMB,Fatima Iversen,1,417.51,0,417.51,216.56,Shipped
ORD-100140,2024-09-26,SKU-1117,Accessories,DACH,Direct,Enterprise,Uma Okafor,16,127.94,0.15,1739.98,893.28,Returned
ORD-101291,2024-09-26,SKU-1023,Monitors,APAC-N,Direct,Mid-Market,Ada Vargas,3,1366.21,0.05,3893.7,2696.43,Shipped
ORD-101897,2024-09-26,SKU-1105,Accessories,NA-E,Partner,Mid-Market,Nadia Kowalski,3,139.86,0,419.58,182.91,Shipped
ORD-102821,2024-09-26,SKU-1077,Networking,NA-W,Direct,SMB,Amara Dahl,4,740.62,0,2962.48,1799.76,Shipped
ORD-104540,2024-09-26,SKU-1082,Storage,DACH,Direct,Mid-Market,Malik Kowalski,3,199.64,0.15,509.08,420.96,Returned
ORD-104602,2024-09-26,SKU-1054,Peripherals,NORDIC,Partner,Mid-Market,Nikolai Jensen,5,210.36,0.05,999.21,522.95,Returned
ORD-100401,2024-09-27,SKU-1060,Peripherals,UKI,Online,SMB,Zara Fontaine,5,299.52,0,1497.6,848.25,Shipped
ORD-100755,2024-09-27,SKU-1040,Monitors,NA-W,Online,Mid-Market,Yara Eriksen,2,519.33,0.05,986.73,689.46,Shipped
ORD-100777,2024-09-27,SKU-1017,Laptops,APAC-N,Direct,Mid-Market,Bruno Zhang,1,3083.45,0,3083.45,2180.49,Shipped
ORD-101603,2024-09-27,SKU-1012,Laptops,NA-E,Partner,Enterprise,Fatima Bennett,3,3047.46,0.25,6856.79,6307.17,Shipped
ORD-103258,2024-09-27,SKU-1001,Laptops,UKI,Retail,SMB,Nadia Kowalski,1,1590.48,0.25,1192.86,1122.06,Shipped
ORD-104010,2024-09-27,SKU-1051,Peripherals,APAC-S,Partner,Mid-Market,Malik Andersen,1,311.03,0.2,248.82,178.18,Shipped
ORD-103503,2024-09-28,SKU-1057,Peripherals,NA-W,Direct,SMB,Elena Okafor,4,457.5,0.05,1738.5,914.12,Shipped
ORD-104140,2024-09-28,SKU-1013,Laptops,NA-E,Direct,SMB,Rania Eriksen,6,2073.19,0.25,9329.35,8343.9,Returned
ORD-104747,2024-09-28,SKU-1048,Peripherals,NA-E,Online,Enterprise,Ada Zimmerman,9,405.97,0.05,3471.04,1805.76,Shipped
ORD-104790,2024-09-28,SKU-1023,Monitors,UKI,Partner,Mid-Market,Emeka Weber,4,1366.21,0,5464.84,3595.24,Shipped
ORD-100214,2024-09-29,SKU-1091,Storage,UKI,Online,Mid-Market,Fatima Dahl,2,949.67,0.2,1519.47,1399.02,Shipped
ORD-100398,2024-09-29,SKU-1019,Laptops,APAC-S,Online,SMB,Ada Zimmerman,1,1704.93,0,1704.93,1175.47,Shipped
ORD-101449,2024-09-29,SKU-1105,Accessories,LATAM,Online,SMB,Elena Okafor,1,139.86,0,139.86,60.97,Pending
ORD-102125,2024-09-29,SKU-1080,Networking,NA-E,Direct,Mid-Market,Fatima Iversen,1,788.65,0.15,670.35,516.63,Pending
ORD-102776,2024-09-29,SKU-1067,Networking,LATAM,Retail,Enterprise,Thea Delgado,4,254.78,0,1019.12,615.04,Returned
ORD-104840,2024-09-29,SKU-1111,Accessories,NA-W,Direct,SMB,Emeka Lindqvist,3,118.52,0.05,337.78,152.01,Returned
ORD-102966,2024-09-30,SKU-1078,Networking,NA-E,Partner,Mid-Market,Wei Tanaka,2,981.51,0.15,1668.57,1166.1,Returned
ORD-101772,2024-10-02,SKU-1021,Monitors,DACH,Direct,SMB,Bao Alvarez,1,444.75,0.25,333.56,303.16,Pending
ORD-102263,2024-10-02,SKU-1006,Laptops,NA-W,Direct,Enterprise,Darius Kaur,1,2229.97,0,2229.97,1483.83,Shipped
ORD-104810,2024-10-02,SKU-1047,Peripherals,NORDIC,Online,Consumer,Malik Kowalski,3,240.32,0.2,576.77,379.74,Shipped
ORD-100063,2024-10-03,SKU-1075,Networking,NA-W,Direct,Mid-Market,Nadia Kowalski,1,1273.44,0.05,1209.77,736.87,Pending
ORD-100991,2024-10-03,SKU-1103,Accessories,LATAM,Retail,SMB,Bao Kaur,4,198.1,0.05,752.78,345.2,Pending
ORD-101802,2024-10-03,SKU-1041,Peripherals,NA-W,Partner,Enterprise,Petra Ibrahim,6,371.64,0,2229.84,1267.62,Pending
ORD-103539,2024-10-03,SKU-1051,Peripherals,APAC-N,Online,Consumer,Yusuf Mbeki,3,311.03,0,933.09,534.54,Shipped
ORD-103577,2024-10-03,SKU-1032,Monitors,NA-E,Direct,Consumer,Elena Kaur,3,929.07,0.1,2508.49,1756.47,Returned
ORD-100943,2024-10-04,SKU-1086,Storage,NA-E,Direct,SMB,Malik Eriksen,4,1066.03,0,4264.12,2825.76,Returned
ORD-101263,2024-10-04,SKU-1076,Networking,NA-W,Direct,Consumer,Viktor Zhang,2,1719.15,0,3438.3,2058.56,Shipped
ORD-102831,2024-10-04,SKU-1113,Accessories,UKI,Partner,Consumer,Ada Singh,1,23.87,0.15,20.29,10.45,Shipped
ORD-100794,2024-10-05,SKU-1029,Monitors,NA-W,Direct,SMB,Thea Zhang,6,438.72,0.2,2105.86,1724.52,Shipped
ORD-102465,2024-10-05,SKU-1025,Monitors,NA-W,Direct,Mid-Market,Bao Alvarez,20,577.77,0,11555.4,7960.2,Returned
ORD-102703,2024-10-05,SKU-1116,Accessories,DACH,Retail,Mid-Market,Yusuf Mbeki,1,147.71,0.25,110.78,72.53,Pending
ORD-103060,2024-10-05,SKU-1071,Networking,LATAM,Partner,SMB,Ada Vargas,3,827.39,0.15,2109.84,1586.13,Shipped
ORD-103287,2024-10-05,SKU-1098,Storage,NA-E,Partner,Mid-Market,Kwame Abara,3,587.94,0.05,1675.63,1221.51,Shipped
ORD-100963,2024-10-06,SKU-1060,Peripherals,NA-E,Partner,SMB,Bruno Zhang,1,299.52,0,299.52,169.65,Shipped
ORD-102369,2024-10-06,SKU-1092,Storage,NA-W,Retail,Mid-Market,Emeka Weber,3,227.16,0.05,647.41,481.95,Pending
ORD-101763,2024-10-07,SKU-1110,Accessories,LATAM,Online,SMB,Greta Haddad,3,50.0,0,150.0,71.94,Shipped
ORD-101901,2024-10-07,SKU-1049,Peripherals,UKI,Online,SMB,Amara Dahl,1,426.32,0,426.32,231.11,Shipped
ORD-103130,2024-10-07,SKU-1077,Networking,DACH,Online,Mid-Market,Uma Sandoval,1,740.62,0,740.62,449.94,Pending
ORD-103326,2024-10-07,SKU-1049,Peripherals,UKI,Partner,SMB,Sana Lindqvist,2,426.32,0,852.64,462.22,Shipped
ORD-101360,2024-10-08,SKU-1091,Storage,UKI,Online,Enterprise,Nadia Kowalski,7,949.67,0.25,4985.77,4896.57,Shipped
ORD-102108,2024-10-08,SKU-1107,Accessories,LATAM,Online,Enterprise,Ada Vargas,1,92.86,0,92.86,37.72,Shipped
ORD-104067,2024-10-08,SKU-1090,Storage,DACH,Direct,Mid-Market,Elena Laurent,9,853.08,0.15,6526.06,5070.06,Shipped
ORD-100172,2024-10-09,SKU-1040,Monitors,APAC-S,Partner,SMB,Zara Fontaine,3,519.33,0,1557.99,1034.19,Shipped
ORD-100295,2024-10-09,SKU-1080,Networking,NA-W,Direct,Enterprise,Rosa Marchetti,2,788.65,0,1577.3,1033.26,Shipped
ORD-100427,2024-10-09,SKU-1009,Laptops,NA-W,Online,Mid-Market,Ada Zimmerman,3,3341.5,0,10024.5,6955.74,Shipped
ORD-100997,2024-10-09,SKU-1053,Peripherals,LATAM,Partner,Consumer,Chen Iversen,5,417.51,0.05,1983.17,1082.8,Shipped
ORD-101597,2024-10-09,SKU-1058,Peripherals,APAC-S,Partner,SMB,Yara Eriksen,1,410.18,0.15,348.65,221.87,Shipped
ORD-103758,2024-10-09,SKU-1018,Laptops,NA-E,Online,SMB,Bao Alvarez,2,2719.05,0,5438.1,3547.94,Pending
ORD-104656,2024-10-09,SKU-1067,Networking,NA-W,Direct,Mid-Market,Hana Rossi,3,254.78,0.2,611.47,461.28,Returned
ORD-100117,2024-10-10,SKU-1022,Monitors,NORDIC,Partner,Enterprise,Malik Kowalski,1,296.21,0.1,266.59,195.26,Pending
ORD-101005,2024-10-10,SKU-1053,Peripherals,NA-W,Direct,Enterprise,Elena Laurent,2,417.51,0.2,668.02,433.12,Shipped
ORD-101904,2024-10-10,SKU-1061,Networking,NA-W,Retail,Enterprise,Sana Lindqvist,5,1191.4,0.05,5659.15,3479.95,Pending
ORD-102472,2024-10-10,SKU-1036,Monitors,NA-E,Partner,Enterprise,Thea Ibrahim,3,1180.66,0.2,2833.58,2301.99,Pending
ORD-102423,2024-10-11,SKU-1112,Accessories,APAC-S,Online,Mid-Market,Ada Vargas,4,160.4,0.05,609.52,295.92,Shipped
ORD-103514,2024-10-11,SKU-1119,Accessories,APAC-S,Retail,Enterprise,Thea Ibrahim,3,84.73,0,254.19,124.68,Shipped
ORD-104260,2024-10-11,SKU-1013,Laptops,APAC-N,Retail,SMB,Paulo Carvalho,4,2073.19,0.1,7463.48,5562.6,Shipped
ORD-100009,2024-10-12,SKU-1019,Laptops,NA-W,Direct,SMB,Nadia Kowalski,6,1704.93,0.05,9718.1,7052.82,Shipped
ORD-101216,2024-10-12,SKU-1014,Laptops,LATAM,Retail,Consumer,Darius Kaur,2,1949.83,0,3899.66,2643.02,Shipped
ORD-101857,2024-10-12,SKU-1059,Peripherals,NA-E,Direct,Enterprise,Fatima Iversen,3,294.39,0.2,706.54,434.49,Shipped
ORD-101862,2024-10-12,SKU-1095,Storage,NA-E,Online,Mid-Market,Rania Kaur,4,537.52,0.15,1827.57,1540.68,Returned
ORD-102255,2024-10-12,SKU-1120,Accessories,NA-E,Direct,SMB,Ada Zimmerman,5,210.18,0.05,998.36,430.85,Shipped
